@RELATION EOS_NEOS
@ATTRIBUTE class   {EOS,NEOS}
@ATTRIBUTE R1islower   {1,0}
@ATTRIBUTE L1isTitle   {1,0}
@ATTRIBUTE L1isAbbrevs   {1,0}
@ATTRIBUTE L1isInternal   {1,0}
@ATTRIBUTE L1isTimeterm   {1,0}
@ATTRIBUTE L1isUnlikely   {1,0}
@ATTRIBUTE Comma   {1,0}
@ATTRIBUTE Period   {1,0}
@ATTRIBUTE L1isUpper   {1,0}
@ATTRIBUTE R1isUpper   {1,0}
@ATTRIBUTE L1isNum   {1,0}
@ATTRIBUTE L1R1isQuestionMarkExclamation   {1,0}
@ATTRIBUTE L1P   {1,0}
@ATTRIBUTE R1P   {1,0}
@ATTRIBUTE R1isCommaPeriod   {1,0}
@ATTRIBUTE L1Length   NUMERIC
@ATTRIBUTE R1Length   NUMERIC
@ATTRIBUTE Llength   NUMERIC
@ATTRIBUTE Rlength   NUMERIC
@ATTRIBUTE Nspace   NUMERIC
@DATA
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,19,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,2,78,138,1
EOS,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,9,1,198,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,17,49,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,8,185,51,1
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,8,6,40,38,1
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,7,3,102,16,1
NEOS,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,6,19,53,2
NEOS,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,3,6,181,99,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,7,3,3,0,0
NEOS,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,2,11,246,78,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,3,48,23,2
EOS,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,3,6,2,95,1
EOS,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,4,2,67,27,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,9,3,24,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,10,61,2
NEOS,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,2,1,29,44,0
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,9,8,59,129,1
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,4,7,38,29,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,6,3,67,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,13,3,53,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,39,22,1
NEOS,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,3,1,6,57,1
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,3,15,114,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,102,238,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,6,3,73,0,0
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,5,31,99,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,70,271,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,105,115,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,91,35,1
EOS,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,3,3,38,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,2,23,44,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,3,3,41,0,0
EOS,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,4,3,73,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,51,43,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,3,12,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,8,3,50,0,0
EOS,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,1,12,55,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,10,36,12,1
EOS,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,3,3,108,0,0
NEOS,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,5,9,87,47,1
EOS,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,7,2,15,43,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,7,3,108,0,0
NEOS,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,8,145,13,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,12,8,1
EOS,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,2,3,43,0,0
NEOS,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,3,6,60,26,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,14,23,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,3,43,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,4,3,27,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,2,176,20,2
NEOS,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,2,5,19,51,1
EOS,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,4,3,14,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,6,3,44,0,0
NEOS,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,3,1,33,25,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,6,5,95,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,18,26,2
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,3,23,120,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,17,13,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,53,159,2
EOS,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,4,2,113,302,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,6,19,22,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,10,83,33,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,21,3,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,8,103,121,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,76,33,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,6,3,80,0,0
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,3,79,18,1
EOS,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,4,158,364,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,8,3,31,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,36,104,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,11,3,37,0,0
EOS,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,5,3,96,0,0
NEOS,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,2,7,110,9,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,105,220,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,73,47,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,70,54,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,16,9,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,8,42,96,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,3,88,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,10,3,65,0,0
NEOS,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,2,5,22,28,1
EOS,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,4,5,287,15,2
NEOS,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,5,22,15,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,8,3,300,0,0
EOS,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,4,3,72,78,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,26,51,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,2,35,22,2
EOS,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,3,167,38,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,9,85,100,1
NEOS,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,3,1,18,1,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,87,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,7,3,34,0,0
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,8,4,50,33,1
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,3,4,22,43,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,53,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,4,3,114,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,12,83,127,2
EOS,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,5,2,34,16,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,3,92,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,2,36,4,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,4,243,22,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,126,276,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,4,17,18,2
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,6,16,174,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,4,10,34,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,29,14,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,3,81,83,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,34,20,1
EOS,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,2,2,51,8,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,2,27,40,1
EOS,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,7,3,18,16,2
EOS,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,9,2,35,44,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,120,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,8,22,38,2
EOS,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,9,3,30,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,7,3,57,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,69,25,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,10,7,2
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,5,5,23,16,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,5,73,103,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,30,55,1
EOS,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,8,3,46,0,0
EOS,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,4,3,39,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,5,81,183,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,32,40,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,33,8,1
EOS,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,3,4,19,43,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,26,53,2
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,6,8,26,6,1
EOS,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,6,3,27,0,0
EOS,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,3,3,47,0,0
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,3,38,41,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,151,34,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,27,184,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,41,16,2
NEOS,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,2,8,5,14,1
EOS,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,4,7,31,155,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,25,67,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,3,59,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,8,108,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,24,0,0
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,2,63,21,2
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,4,3,250,128,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,29,0,0
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,5,1,18,58,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,37,24,2
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,3,26,9,1
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,6,7,106,37,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,3,7,46,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,20,192,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,3,14,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,3,8,47,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,3,52,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,9,3,5,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,29,32,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,15,19,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,175,32,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,9,2,7,3,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,72,26,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,133,25,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,129,133,1
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,7,3,14,4,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,8,3,94,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,8,45,45,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,12,30,1
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,1,34,27,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,215,30,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,3,3,22,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,25,12,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,3,24,98,1
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,2,37,35,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,27,24,2
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,3,57,93,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,4,91,44,1
NEOS,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,2,5,9,73,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,28,35,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,3,30,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,72,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,12,11,1
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,4,3,63,62,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,10,11,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,10,63,2
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,6,5,185,140,1
EOS,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,3,3,58,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,7,2,27,37,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,3,41,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,22,45,2
EOS,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,6,3,102,45,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,64,74,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,3,23,73,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,30,18,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,3,139,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,43,21,1
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,2,65,70,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,158,95,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,6,3,68,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,70,334,2
NEOS,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,7,73,184,1
EOS,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,9,3,92,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,9,3,46,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,173,60,1
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,5,2,68,130,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,3,60,66,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,4,3,144,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,10,50,9,2
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,12,2,53,88,1
EOS,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,5,3,199,0,0
NEOS,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,5,2,34,61,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,81,25,2
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,7,2,40,60,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,29,106,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,153,18,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,10,2,17,17,2
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,4,7,57,45,2
EOS,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,4,3,8,37,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,47,17,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,53,35,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,4,3,76,0,0
NEOS,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,2,6,17,1,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,145,227,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,6,3,25,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,3,41,0,0
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,2,49,10,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,5,11,2
NEOS,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,5,88,57,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,105,17,1
NEOS,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,3,1,74,4,0
EOS,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,13,3,41,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,5,2,21,13,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,10,3,20,0,0
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,4,24,46,2
NEOS,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,2,6,27,12,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,8,42,97,2
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,5,97,19,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,5,84,125,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,95,16,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,3,42,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,4,3,59,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,3,44,34,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,7,3,72,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,114,12,1
EOS,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,4,3,53,0,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,30,0,0
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,5,3,7,98,2
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,8,3,15,24,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3,7,26,2
NEOS,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,3,1,14,12,0
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,4,2,16,40,2
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,8,3,16,13,2
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,5,33,22,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,33,28,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,37,66,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,4,71,122,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,45,160,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,118,135,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,64,46,1
NEOS,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,2,6,1,1,1
EOS,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,4,3,70,13,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,10,70,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,3,60,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,8,40,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,9,3,88,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,82,120,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,5,3,53,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,4,44,102,2
EOS,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,2,3,10,0,0
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,7,2,33,75,2
NEOS,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,9,15,30,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,6,3,84,0,0
NEOS,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,2,8,28,4,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3,69,154,2
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,5,3,70,27,2
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,4,2,39,70,1
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,6,2,14,63,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,69,9,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,45,243,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,2,77,176,1
EOS,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,5,3,23,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,2,149,83,1
EOS,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,7,3,29,46,2
EOS,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,3,6,45,20,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,101,67,1
EOS,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,7,2,71,52,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,3,115,13,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,7,3,49,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,3,73,26,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,17,3,45,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,13,28,3
EOS,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,4,2,9,16,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,3,3,69,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,2,108,81,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,4,40,86,2
EOS,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,3,6,0,0
EOS,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,7,3,31,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,29,96,2
NEOS,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,2,95,55,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,70,274,2
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,9,3,87,0,0
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,15,98,1
EOS,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,7,2,92,20,1
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,36,76,2
EOS,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,7,3,69,23,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,5,34,204,2
EOS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,149,30,1
EOS,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,5,3,16,0,0
